cycle,capacity_Ah,avg_voltage_V,min_voltage_V,max_voltage_V,avg_current_A,avg_temperature_C,max_temperature_C,discharge_time_s,SOH_percent,SOH_change_percent,SOH_rolling_mean
148,1.7360913511847138,3.549003180550162,2.670544734728978,4.199122915612965,-1.9144128654409127,31.35934131425137,38.17980302242767,3265.016,93.51484592444021,-0.31016927702906116,94.37130569323861
150,1.7936240148573608,3.5597648340955175,2.605158060541757,4.190409478081396,-1.9388813849818083,34.31088483888259,40.71218198711114,3328.937,96.61385230754256,3.099006383102349,94.65147696800064
154,1.7831890223273275,3.5623454342368555,2.672012007453096,4.199933846791869,-1.927509725704535,33.43585640373788,39.885261233152924,3329.266,96.05176972012408,-0.5620825874184732,94.87254674045445
158,1.7673642076278957,3.558336657621618,2.674271233724938,4.199365021329158,-1.9267185977839403,32.66698125020078,39.18287352945846,3301.579,95.19936347583841,-0.8524062442856746,95.04096932588291
162,1.7570177850353066,3.554013138622869,2.6309416727017187,4.19902365945384,-1.9261308349663746,32.28423408691397,38.951564804030774,3283.563,94.64205172265511,-0.5573117531832992,95.20437663012008
166,1.7468706179837907,3.552376095886298,2.6629725743154204,4.199432142144215,-1.9202346781375206,32.00739178780946,38.607510759873634,3275.125,94.09547290193551,-0.5465788207196027,95.32050202561913
170,1.7417172507457144,3.549618661283733,2.612942119873717,4.199640922827531,-1.9201011498853633,32.06387071886056,38.920359903369054,3265.656,93.81788592880078,-0.27758697313473135,94.76130874987078
174,1.7364225056478186,3.54938103086703,2.6157198442661476,4.199305653118061,-1.9144278105456467,32.43754560319043,39.23273115358871,3266.093,93.53268361401415,-0.2852023147866305,94.25749152864879
178,1.7263217239235826,3.5472118680418956,2.6287695472774453,4.198949734540481,-1.908340706503589,32.16809876635083,38.964927068400804,3257.594,92.988603346571,-0.5440802674431495,93.8153395027953
182,1.7158065389330133,3.5467052098640246,2.6655106679421823,4.19834220599025,-1.902207182631691,32.05752645824972,38.83927283461771,3248.593,92.42220117908766,-0.5664021674833322,93.37136939408182
186,1.710533351135192,3.544629653883431,2.650495153350403,4.198995776266302,-1.9020484449938713,31.975920928072714,38.82796377704433,3238.766,92.13816005181208,-0.28404112727558584,92.97990682405712
190,1.706014499648521,3.5436291614253204,2.643236235233877,4.19916986492694,-1.8964907679062355,32.21689335291319,39.14007944734004,3240.14,91.89475137389712,-0.24340867791495668,92.5952799130764
194,1.7003110272642588,3.5444946147995258,2.656450207001938,4.199246833083063,-1.895971437908019,32.55632993697177,39.349611598028886,3230.109,91.58753289666399,-0.30721847723313545,92.20624976960637
198,1.6945798601797895,3.5409201846556857,2.626177688152069,4.1992551886401595,-1.8899648799839277,32.40048085325998,39.29444535878087,3229.7810000000027,91.27882263985312,-0.30871025681086905,91.8642936282628
202,1.6849029086609286,3.541195668799061,2.6582230344240045,4.199610827671791,-1.8893703824420507,32.29371860868794,39.10487658009542,3212.469,90.75757205607074,-0.5212505837823755,91.5313678036594
206,1.6744741591159717,3.540671044783382,2.695100237338448,4.1994453812630566,-1.8776883243431417,32.136071448067796,39.0462609369598,3213.219,90.19582574806932,-0.5617463080014176,91.14290094291087
210,1.6745692479879102,3.5376048790268775,2.639091813583503,4.198991968341307,-1.8831065986697755,32.38268549723498,39.398032192832,3203.578,90.2009477257823,0.0051219777129745125,90.8041402132879
214,1.663716375981405,3.538422485261741,2.6857210282450983,4.197785116892181,-1.876359921441716,32.30899951427637,39.10678394120843,3195.125,89.6163559916933,-0.5845917340890026,90.40990483229375
216,1.659013868748246,3.53928626988912,2.69017866510873,4.201331130571617,-1.8709550260104437,32.56636929496716,39.44448954135193,3195.3129999999946,89.3630546668135,-0.25330132487979995,90.02675123768583
220,1.6538540573335014,3.533690170241391,2.639895313359579,4.199339974904826,-1.8705599868289542,32.46542951751835,39.509602016775695,3186.297,89.08512057704355,-0.2779340897699427,89.69226094188039
224,1.642653782130131,3.534367734544495,2.68991452927918,4.198916244859707,-1.8640049795794804,32.347056454418095,39.334865362245324,3176.438,88.48181591266643,-0.60330466437712,89.34945897479982
228,1.6378578430223698,3.5312941932103548,2.65935818848874,4.198537488587242,-1.8636932149873204,32.371538940646154,39.43723270017243,3167.593,88.22348186450748,-0.25833404815895733,88.95396580254484
232,1.6327350407099108,3.5309134771684274,2.6657030585650423,4.198943932259475,-1.857820396301907,32.45549347979197,39.51375235624076,3167.719,87.94754127611387,-0.2759405883936097,88.62020285942897
236,1.6277528915533617,3.5287226893409893,2.642986759012803,4.199579806494986,-1.8572160981955346,32.50017194695606,39.60170302810528,3159.077999999994,87.67917699307695,-0.2683642830369166,88.28342732468165
240,1.622125485521159,3.52625493581969,2.6311169118893036,4.198782234828033,-1.8568340008006827,32.50100298369444,39.687463597582074,3148.829,87.37605584239753,-0.3031211506794165,87.94161437775246
244,1.6113256603765849,3.528684324337005,2.696157404617167,4.19910517813207,-1.8448886500218815,32.4728927422438,39.53535075538898,3149.094,86.79432148624366,-0.5817343561538735,87.6041154924679
248,1.6065631397488385,3.525556939424901,2.6667596238241567,4.198510853141954,-1.8444180038305806,32.50480154634882,39.6502371632164,3140.547,86.53778753000239,-0.2565339562412703,87.26697662556688
252,1.6015142233917594,3.5226805646793737,2.6403185448373043,4.198732430468704,-1.8438790389835118,32.51218336210202,39.69929058154853,3131.625,86.26582682073705,-0.2719607092653433,86.93063373449152
256,1.590369231400328,3.524673458789008,2.69892986372897,4.198799630396931,-1.83711254029409,32.45692821941515,39.56076309770468,3121.907,85.66549999565574,-0.6003268250813107,86.52789833500728
260,1.5857889968242211,3.5213155754526824,2.6682466504352993,4.198753541225669,-1.8315957075983758,32.447059186431154,39.63708096307912,3122.125,85.4187849075412,-0.24671508811454146,86.136444148036
264,1.5849430707374117,3.51803386486462,2.6479207279724903,4.200309982421394,-1.8311195242792309,32.32889654966259,39.43977047692484,3121.672,85.37321895986369,-0.04556594767750255,85.85222364276001
266,1.5955263892495937,3.5236841955396794,2.6741633856529066,4.201124089732316,-1.8432799764914718,32.84488475360107,39.839022256254516,3120.86,85.94329115068511,0.5700721908214206,85.73332436689655
270,1.5747301747801037,3.519146638240668,2.6892528956736257,4.198150316653697,-1.829798505957538,32.31731555011648,39.41794949618613,3103.828,84.82309964083233,-1.1201915098527877,85.44477893091562
274,1.5649019950937946,3.516233648608237,2.688809122993162,4.198524048997099,-1.8236746835609148,32.06376130177751,39.262781682151214,3095.094,84.29370312695895,-0.5293965138733796,85.17041955717625
278,1.5597659473370362,3.514773138461639,2.6743555987897745,4.198840869468569,-1.8176720770210877,32.21997626855924,39.47237839941986,3095.781,84.01704907053151,-0.27665405642743224,84.89007238977432
282,1.5594815668184234,3.5132992979150073,2.6430294964336345,4.198119631667182,-1.8179238657973993,32.7120225448885,40.037541469513684,3094.328,84.00173086716403,-0.01531820336748524,84.6157747712344
286,1.55468935359061,3.514484830704665,2.6584858447131823,4.198320288264955,-1.817160673909645,32.945022147355694,40.142730162011574,3086.531,83.74359751414073,-0.25813335302329676,84.1758360439255
290,1.5488741079890418,3.5109677353595243,2.629782173759164,4.1980467610750285,-1.8110297241968543,32.857549597381336,40.1165626728546,3085.625,83.43035835418966,-0.3132391599510669,83.89728778659699
294,1.538236598942558,3.5109358749578012,2.6622967647315545,4.199047008209673,-1.8094435644526072,32.629663328789654,39.87503330866132,3067.203,82.85736718133292,-0.5729911728567458,83.61002059747177
298,1.527914258251028,3.509393098217416,2.682380966742509,4.197669918520713,-1.8026537331443495,32.379859014262976,39.61961987024145,3058.157,82.30135260370756,-0.556014577625362,83.26688130410699
302,1.5285252629756445,3.5066782411556563,2.6401894768922713,4.197600624105256,-1.8031542757366414,32.68215852457039,40.067324667444815,3058.812,82.33426447360578,0.032911869898228474,82.93338802539532
306,1.522647325284378,3.5109885623008092,2.693769409137257,4.197985718630326,-1.7965666438696486,32.99387423636739,40.24716716520102,3058.578,82.01764839394087,-0.3166160796649109,82.58819820135535
310,1.5174859938489869,3.510305462695178,2.695787450704935,4.198164128530042,-1.7959771394311956,33.04539707211165,40.30253125568348,3049.328,81.73963242800902,-0.27801596593185707,82.25005301611922
313,1.605818899130659,3.5222215314850214,2.6920548172137724,4.222920057935785,-1.822916991757235,32.856295641052824,40.09418103142496,3177.219,86.49769888680268,4.758066458793664,82.97811935721317
316,1.5638491446744425,3.5163492154331264,2.629071246219689,4.200423045909808,-1.8294275689587538,33.33950238056361,40.52238496316615,3082.937,84.23699116610504,-2.2607077206976385,83.36524706969269
320,1.5480915247767786,3.5134397623234963,2.631343871050918,4.198372063670128,-1.816317296828028,33.35156485472646,40.56886357314186,3074.266,83.38820438085877,-0.8487867852462756,83.57603505114328
324,1.5323755631868592,3.515137522009075,2.6983970036642315,4.198353213898968,-1.8033689952639713,33.147486361012966,40.27804845768325,3066.0,82.54166152720488,-0.8465428536538866,83.68083767779608
328,1.5269528268489705,3.50830390643132,2.6338485871981514,4.197873789078739,-1.802670753119494,33.007275861749356,40.2921849196155,3056.437,82.24956494324317,-0.29209658396170823,83.78282418084291
332,1.5169573017136326,3.509190808443004,2.671566207861818,4.197955644238241,-1.7958941337499832,32.91990812745461,40.184384347174266,3048.219,81.71115433925789,-0.5384106039852838,82.82551527133394
336,1.5118975960142693,3.5068097579555353,2.6540810507928123,4.197918434710392,-1.795344963527795,32.99903328622305,40.320066232195046,3039.218,81.43861246029738,-0.2725418789605101,82.26583953017243
340,1.5065638960681105,3.50609090727422,2.656849703962618,4.197739340034368,-1.7893518988259454,33.03772281691292,40.336505612651585,3039.047,81.1513118362076,-0.28730062408978085,81.81846102124219
344,1.5015453526671363,3.5037157727265953,2.6363048614501152,4.19785490446139,-1.7883879159763685,33.07740307192613,40.43267631588412,3030.375,80.88098717121403,-0.27032466499356644,81.48632615004401
348,1.4908444050400238,3.5067479961367156,2.69951692300468,4.197306756122815,-1.7815447770741009,33.05467981523988,40.314538591575015,3021.0,80.30457886878683,-0.5764083024271969,81.09732893515275
352,1.485868384561201,3.5058813026542324,2.698216006032282,4.197528212001444,-1.7753115642966961,33.11570360624461,40.386661855917744,3021.75,80.03654470798278,-0.2680341608040493,80.76240700889772
356,1.480413677976106,3.504168333530808,2.6911707598773864,4.19743662221161,-1.7742377662318358,33.12942148982364,40.43384612547835,3012.265,79.74272604140161,-0.29381866658117417,80.42322972511857
360,1.4752095869031632,3.5030568931470634,2.690162319231471,4.197717228550219,-1.773860289771637,33.130681310493344,40.44479269068758,3002.641,79.46240682056631,-0.28031922083529537,80.08544872199032
364,1.4859035988304024,3.4982324882487936,2.6355034454892072,4.192454851360723,-1.7809702419814517,33.20069210329718,40.58499656066617,3012.0,80.03844153038008,0.5760347098137686,79.91693959382353
367,1.4960918298136696,3.5065859365661325,2.6594753656507684,4.202845001527377,-1.7879098523188452,33.78697527817091,40.99869158762305,3020.11,80.58723226653154,0.5487907361514601,79.97347027337247
371,1.4808005946928984,3.501457140697961,2.644554999824577,4.197952808231904,-1.780229415660985,33.673365085761986,40.997807625227495,3002.172000000006,79.76356737393388,-0.8236648925976624,79.91887480656268
375,1.4697543268466824,3.501658387162809,2.6719601666204564,4.198017952345714,-1.7731015168894209,33.535818118317145,40.84213757482493,2992.703,79.168558341158,-0.5950090327758772,79.80404126651396
379,1.4539012274845928,3.4966186408455298,2.6598211033173382,4.192162800008929,-1.7705879947441516,33.32269982188509,40.69012464267011,2964.468,78.31462853887025,-0.8539298022877517,79.57448561017476
383,1.4541462067235693,3.4991645719433246,2.688360455508818,4.196993378341778,-1.7600629827474803,33.346230327490304,40.69938049882204,2983.375,78.32782438583529,0.013195846965032842,79.23236218126578
387,1.455023751906683,3.496080777360074,2.6376728619288525,4.197603515102162,-1.765575132998529,33.64948900485925,41.06026204078849,2975.297,78.37509350133121,0.047269115495922165,78.78993442822573
391,1.449042163761236,3.4959014526387993,2.645120521151077,4.196406678544622,-1.7588271887545277,33.79269513542102,41.19696040482682,2974.9850000000006,78.05289427291893,-0.32219922841227344,78.44779980802272
395,1.4386709371480566,3.49758697990267,2.698012437629632,4.197098662004674,-1.7516428147438297,33.52446663707275,40.84446688602949,2966.25,77.49424644709048,-0.5586478258284586,78.11293742920923
399,1.433445432156979,3.4956989619989507,2.6928942772989077,4.196909312093871,-1.7513097768253418,33.39042251934235,40.764203830749366,2956.359,77.21277376203588,-0.2814726850545952,77.89256647384235
403,1.4333958900838095,3.492875380810072,2.6483923655058113,4.197105220217278,-1.7511840784846122,33.67370212742761,41.11212504270441,2956.344,77.21010517012333,-0.0026685919125526425,77.66902263069997
407,1.42806487344776,3.49551076423368,2.6832134764261997,4.196244829545076,-1.7446206812145286,33.91080564765892,41.27256611507568,2956.406,76.92294908297353,-0.28715608714979624,77.37859374702842
411,1.4229203181741186,3.4942333590450834,2.684960445221862,4.1968026018066595,-1.7436362428649814,33.7850680599871,41.15574924454392,2947.266,76.64583676775116,-0.277112315222368,77.09718224599489
415,1.417429032731308,3.491197414255986,2.669922120529456,4.196227405416926,-1.7425325036061032,33.61126807392732,41.03237216951879,2937.984,76.35004777498811,-0.2957889927630504,76.86834251157441
419,1.412409228794446,3.4889094081576237,2.664105530655056,4.196558172556389,-1.7419837011363046,33.45598581472246,40.937269906716935,2929.125,76.07965521102183,-0.27039256396628275,76.6417188013716
423,1.412578792940193,3.487376295811431,2.634098605983684,4.196870541112335,-1.7421680980861822,33.723267448788484,41.240704611971786,2928.454,76.08878881159706,0.009133600575225387,76.41745552966634
427,1.4075983731469897,3.491994243745711,2.68378702970616,4.196795527524874,-1.735841378420618,34.050076369857344,41.43649987692296,2929.375,75.82051768100095,-0.26827113059610497,76.19696924927182
431,1.4333920485221476,3.491585878898649,2.660031949282934,4.189287343772767,-1.7567879869499758,33.889346908026745,41.16703904201915,2946.031,77.20989824377314,1.389380562772189,76.30978154447621
433,1.4382550176792908,3.495576227046425,2.650011641082063,4.201144545237731,-1.7573176114092575,34.067648550088656,41.36216559728765,2955.438,77.47184287655712,0.2619446327839796,76.53414056479002
437,1.4173547174485526,3.4938988589692483,2.6936969083341418,4.196925753814179,-1.7427628393326555,33.75168100943646,41.02198772703674,2937.625,76.34604477007024,-1.125798106486883,76.5874184765997
441,1.406981663677643,3.49159162968384,2.697073130067154,4.196901090271507,-1.7352637407600366,33.46482299584788,40.78818812957494,2929.078,75.78729852409039,-0.5587462459798473,76.52712041909837
445,1.4012037783587625,3.4885729299834787,2.6806995515145213,4.196688955833435,-1.7344350518111926,33.40210697922146,40.81506138506309,2918.375,75.47607178190572,-0.3112267421846724,76.45823123927933
449,1.3967008232726328,3.4869021151089825,2.6695398084864568,4.196339302740304,-1.7280392046289716,33.410688917712235,40.858374219876424,2919.812,75.23351936621818,-0.24255241568754116,76.06295546376832
453,1.391284788852726,3.4855485210036417,2.671695307817951,4.196181412764837,-1.7326888725308258,33.38984948261314,40.839876773287166,2900.422,74.94178378216989,-0.2917355840482827,75.55694364489088
457,1.3862287677978349,3.4838912547260388,2.661289185949965,4.195770804194879,-1.7260735249920125,33.3700433438796,40.85376069244676,2901.375,74.66944037718937,-0.2723434049805178,75.22162276631471
461,1.3804366761974138,3.483198941484065,2.667817533540102,4.195456241846729,-1.7195393742714093,33.27215987470977,40.74795214258888,2901.187,74.35744841131499,-0.31199196587438394,74.93565274375962
465,1.3752364150256224,3.4836274447098883,2.684008069130594,4.19654355365607,-1.7185829844462923,33.222444215660225,40.68794001196382,2891.64,74.07733548873459,-0.28011292258040044,74.6559054851254
469,1.3705128024895008,3.480172442538601,2.6585256208771644,4.194357133255019,-1.717672415155695,33.26207748383125,40.7810749453613,2882.906,73.82289732324247,-0.2544381654921182,74.37378107653026
473,1.3705085566270399,3.478452148610975,2.6372250579822927,4.195863681881766,-1.7177080769362936,33.312029905516525,40.88159339768709,2883.265,73.8226686191633,-0.0002287040791770778,74.14995804392895
477,1.3647355108681518,3.4785782556105507,2.6514257735606432,4.1955845546644195,-1.7109669363015376,33.25287943255863,40.81191473576834,2882.969,73.51170256067292,-0.3109660584903793,73.91841048062565
481,1.375392016895762,3.4825195584604582,2.676384659108382,4.188483624251573,-1.7184206130755166,33.745054045019884,41.11793533148924,2891.656,74.08571700903981,0.5740144483668956,73.86406420017062
483,1.3861115151535393,3.4886823636752826,2.6949138502817815,4.200346502821317,-1.7260471943596487,33.88841975386692,41.248795355864885,2901.25,74.6631245442362,0.5774075351963859,73.98122201127094
485,1.3698500035838939,3.4858502383832755,2.6973343716306273,4.1981749992980655,-1.712021613408506,33.7353756996425,41.16242984455477,2891.703,73.78719555127383,-0.8759289929623719,73.9740816568772
489,1.3647827949260758,3.478794177297151,2.642540259937964,4.195715092938243,-1.711022510206629,33.59131052719714,41.16437554618679,2883.016,73.5142495242232,-0.2729460270506223,73.91239783788919
493,1.3543220466259964,3.4812826020756744,2.699226257883075,4.195755769877104,-1.703421414006958,33.32366688599416,40.864216180205034,2873.453,72.95077959801873,-0.5634699262044762,73.80021324535835
497,1.3546417018378962,3.480352041587074,2.676480329780849,4.195911764444989,-1.703574708739156,33.691961507697364,41.25434553511566,2874.031,72.96799787853683,0.01721828051810803,73.57666941925775
501,1.3547039213192407,3.4781127815565127,2.642142168479886,4.195824004004723,-1.7034912994217157,33.887639684793655,41.45023191903855,2874.234,72.97134934112401,0.0033514625871760018,73.23831437863532
505,1.349314997503458,3.4765867130506125,2.644725254926797,4.196258226051591,-1.7023383270190764,33.67308060941856,41.27708509224051,2864.984,72.68107407422197,-0.29027526690204297,73.01709008322494
509,1.3441891937970554,3.4733769291841643,2.632270655366611,4.196612664794988,-1.7014238498912502,33.411988203265814,41.064605154983276,2855.093,72.40497181525036,-0.2761022589716049,72.79523454143037
513,1.3389913790695755,3.4726366397371127,2.6391006118876117,4.195850781215982,-1.6950436046971957,33.29926524979532,40.99284868101728,2855.625,72.12499067079483,-0.2799811444555331,72.6300767559856
517,1.3389145230206971,3.473439372740961,2.637841830893275,4.1960023929619235,-1.695057731610264,33.59980731390034,41.29040553417739,2855.594,72.1208508070922,-0.004139863702633306,72.46064734169667
521,1.3340066759761655,3.4754777099091454,2.668286095904868,4.196207586734141,-1.6937809113323188,33.61961195858585,41.22740227746052,2847.437,71.8564888195292,-0.26436198756299234,72.23767523737772
525,1.3286444309174914,3.4722884821666766,2.6490198126838553,4.195534582569042,-1.6869434054016965,33.3945201718652,41.04619550953222,2847.36,71.56765060826295,-0.28883821126625264,72.0149905441859
529,1.3231708992276219,3.471373665098864,2.664058512378051,4.1957439573980455,-1.6860649112944592,33.16734508187535,40.85874389007758,2837.328,71.27281792431958,-0.29483268394336903,71.78855976599975
533,1.3181691588445197,3.4726160162875095,2.6883611693898826,4.19586805747139,-1.6795829780331424,33.10962161613893,40.79196924883506,2837.281,71.00339835664494,-0.26941956767464603,71.56424130316978
537,1.3184664436640334,3.4738146874457896,2.6869753836302124,4.195347750909715,-1.679793840292355,33.46501751186519,41.14127834456325,2838.515,71.01941165230103,0.01601329565609433,71.34395347221155
541,1.318293040102702,3.4701426486639693,2.6507536817766586,4.196065828878837,-1.6851739865098712,33.4426191014044,41.14429319149828,2828.328,71.01007124097441,-0.009340411326618892,71.1746699565006
